TransactionID,Date,Time,LaborHours,InventoryCost,FootTraffic,CustomerID,SalesAmount,LaborProductivity,InventoryEfficiency,FootTrafficEfficiency
278,1/12/2026,1:00:00 PM,3,109,62,278,461.1732425,153.7244142,4.230947179,7.438278105
279,1/12/2026,2:00:00 PM,3,369,192,279,1293.027156,431.0090521,3.504138635,6.73451644
280,1/12/2026,3:00:00 PM,1,398,41,280,389.3192894,389.3192894,0.978189169,9.495592424
281,1/12/2026,4:00:00 PM,7,377,60,281,550.4060217,78.62943167,1.459962922,9.173433695
282,1/12/2026,5:00:00 PM,6,316,53,282,517.9145526,86.31909209,1.638970103,9.77197269
283,1/12/2026,6:00:00 PM,5,410,91,283,770.0354083,154.0070817,1.878135142,8.461927564
284,1/12/2026,7:00:00 PM,4,278,155,284,1062.057417,265.5143542,3.820350421,6.851983335
285,1/12/2026,8:00:00 PM,2,319,159,285,1061.846946,530.9234731,3.328673812,6.67828268
286,1/12/2026,9:00:00 PM,6,365,46,286,439.1256893,73.18761488,1.20308408,9.546210636
287,1/12/2026,10:00:00 PM,6,335,105,287,864.238657,144.0397762,2.579816887,8.230844352
288,1/12/2026,11:00:00 PM,3,340,65,288,521.530079,173.8433597,1.533911997,8.023539677
289,1/13/2026,12:00:00 AM,7,262,114,289,861.6378289,123.0911184,3.288694004,7.558226569
290,1/13/2026,1:00:00 AM,1,214,68,290,496.2046675,496.2046675,2.3187134,7.297127464
291,1/13/2026,2:00:00 AM,1,54,140,291,879.6662293,879.6662293,16.29011536,6.283330209
292,1/13/2026,3:00:00 AM,4,388,165,292,1188.796803,297.1992007,3.063909286,7.204829108
293,1/13/2026,4:00:00 AM,3,428,44,293,426.0201024,142.0067008,0.995374071,9.682275055
294,1/13/2026,5:00:00 AM,6,127,198,294,1281.939962,213.6566603,10.09401545,6.474444252
295,1/13/2026,6:00:00 AM,5,459,102,295,785.2900407,157.0580081,1.710871548,7.698921968
296,1/13/2026,7:00:00 AM,3,111,191,296,1206.922343,402.3074477,10.87317426,6.318965147
297,1/13/2026,8:00:00 AM,4,181,106,297,721.7444858,180.4361214,3.987538595,6.808910243
298,1/13/2026,9:00:00 AM,4,138,144,298,956.2914988,239.0728747,6.929648542,6.640913186
299,1/13/2026,10:00:00 AM,3,286,85,299,680.0273643,226.6757881,2.377718057,8.000321933
300,1/13/2026,11:00:00 AM,4,91,58,300,423.9816538,105.9954135,4.659139053,7.310028514
301,1/13/2026,12:00:00 PM,3,138,103,301,693.0704742,231.0234914,5.022249813,6.728839555
302,1/13/2026,1:00:00 PM,2,451,168,302,1172.808037,586.4040184,2.600461279,6.981000219
303,1/13/2026,2:00:00 PM,3,345,195,303,1306.33125,435.4437501,3.786467392,6.699134617
304,1/13/2026,3:00:00 PM,7,377,198,304,1404.078263,200.582609,3.724345525,7.091304358
305,1/13/2026,4:00:00 PM,3,344,33,305,362.4260767,120.8086922,1.053564176,10.98260838
306,1/13/2026,5:00:00 PM,4,153,157,306,1074.442532,268.6106329,7.022500207,6.843583004
307,1/13/2026,6:00:00 PM,7,63,46,307,429.996396,61.42805657,6.825339619,9.347747739
308,1/13/2026,7:00:00 PM,4,337,13,308,300.8055666,75.20139166,0.892598121,23.13888974
309,1/13/2026,8:00:00 PM,1,228,117,309,802.4807834,802.4807834,3.519652559,6.858810114
310,1/13/2026,9:00:00 PM,1,174,135,310,944.234367,944.234367,5.426634293,6.994328645
311,1/13/2026,10:00:00 PM,7,471,29,311,397.0055458,56.71507797,0.842899248,13.68984641
312,1/13/2026,11:00:00 PM,2,402,197,312,1395.338547,697.6692735,3.470991411,7.082936787
313,1/14/2026,12:00:00 AM,1,72,161,313,991.1887184,991.1887184,13.76650998,6.156451667
314,1/14/2026,1:00:00 AM,3,112,59,314,424.1394321,141.3798107,3.786959215,7.188803934
315,1/14/2026,2:00:00 AM,4,192,186,315,1230.003824,307.5009559,6.406269914,6.612923783
316,1/14/2026,3:00:00 AM,1,202,188,316,1197.041379,1197.041379,5.925947419,6.367241376
317,1/14/2026,4:00:00 AM,1,194,105,317,705.7752119,705.7752119,3.638016556,6.721668685
318,1/14/2026,5:00:00 AM,2,274,114,318,778.7991599,389.39958,2.8423327,6.831571578
319,1/14/2026,6:00:00 AM,7,499,173,319,1317.598865,188.2284093,2.640478688,7.616178412
320,1/14/2026,7:00:00 AM,7,358,126,320,951.814949,135.9735641,2.658700975,7.554086897
321,1/14/2026,8:00:00 AM,6,153,107,321,797.5683119,132.928052,5.212864784,7.453909457
322,1/14/2026,9:00:00 AM,2,153,75,322,571.7317086,285.8658543,3.736808553,7.623089448
323,1/14/2026,10:00:00 AM,3,484,88,323,707.4869289,235.8289763,1.461749853,8.039624192
324,1/14/2026,11:00:00 AM,7,88,171,324,1181.231503,168.7473575,13.42308526,6.907786565
325,1/14/2026,12:00:00 PM,4,484,173,325,1259.974779,314.9936947,2.603253675,7.283091206
326,1/14/2026,1:00:00 PM,2,247,15,326,261.6866065,130.8433032,1.059459945,17.44577376
327,1/14/2026,2:00:00 PM,1,183,48,327,342.7550831,342.7550831,1.872978596,7.140730897
328,1/14/2026,3:00:00 PM,4,116,179,328,1192.652149,298.1630371,10.28148404,6.662861165
329,1/14/2026,4:00:00 PM,4,440,124,329,887.2196672,221.8049168,2.016408335,7.154997317
330,1/14/2026,5:00:00 PM,1,228,195,330,1238.524248,1238.524248,5.432123893,6.351406398
331,1/14/2026,6:00:00 PM,2,91,134,331,871.9017851,435.9508926,9.581338298,6.50672974
332,1/14/2026,7:00:00 PM,1,497,21,332,331.8947991,331.8947991,0.667796376,15.80451424
333,1/14/2026,8:00:00 PM,6,64,140,333,912.4219991,152.0703332,14.25659374,6.517299993
334,1/14/2026,9:00:00 PM,4,160,27,334,293.5827192,73.39567981,1.834891995,10.87343405
335,1/14/2026,10:00:00 PM,5,206,49,335,428.9032963,85.78065926,2.082054836,8.753128496
336,1/14/2026,11:00:00 PM,5,338,30,336,310.7541704,62.15083408,0.919391037,10.35847235
337,1/15/2026,12:00:00 AM,3,280,152,337,1046.447605,348.8158685,3.737312876,6.88452372
338,1/15/2026,1:00:00 AM,7,460,108,338,942.274837,134.610691,2.048423559,8.724767009
339,1/15/2026,2:00:00 AM,1,469,35,339,332.0873202,332.0873202,0.70807531,9.488209149
340,1/15/2026,3:00:00 AM,1,206,17,340,175.5018685,175.5018685,0.851950818,10.32363933
341,1/15/2026,4:00:00 AM,3,87,109,341,695.5008305,231.8336102,7.994262419,6.380741564
342,1/15/2026,5:00:00 AM,3,490,96,342,753.942512,251.3141707,1.538658188,7.853567834
343,1/15/2026,6:00:00 AM,3,146,51,343,437.7651043,145.9217014,2.998391125,8.583629496
344,1/15/2026,7:00:00 AM,4,460,181,344,1275.854266,318.9635664,2.77359623,7.048918595
345,1/15/2026,8:00:00 AM,6,488,23,345,416.4469721,69.40782869,0.853374943,18.10639009
346,1/15/2026,9:00:00 AM,1,338,87,346,671.6716214,671.6716214,1.987194146,7.720363465
347,1/15/2026,10:00:00 AM,4,303,11,347,206.0178626,51.50446565,0.679926939,18.7288966
348,1/15/2026,11:00:00 AM,3,245,128,348,871.4220162,290.4740054,3.556824556,6.807984501
349,1/15/2026,12:00:00 PM,1,135,46,349,304.6200358,304.6200358,2.25644471,6.622174691
350,1/15/2026,1:00:00 PM,4,371,78,350,611.3735642,152.843391,1.647907181,7.838122618
351,1/15/2026,2:00:00 PM,6,59,175,351,1168.296222,194.716037,19.80163088,6.67597841
352,1/15/2026,3:00:00 PM,4,54,50,352,375.6064405,93.90161014,6.955674825,7.512128811
353,1/15/2026,4:00:00 PM,6,172,71,353,548.891837,91.48197283,3.19123161,7.730870943
354,1/15/2026,5:00:00 PM,3,379,69,354,526.2371123,175.4123708,1.388488423,7.626624816
355,1/15/2026,6:00:00 PM,6,402,134,355,1017.785363,169.6308938,2.531804386,7.595413157
356,1/15/2026,7:00:00 PM,1,167,120,356,771.0134346,771.0134346,4.616846914,6.425111955
357,1/15/2026,8:00:00 PM,3,343,23,357,280.0410691,93.34702304,0.816446266,12.17569866
358,1/15/2026,9:00:00 PM,1,446,93,358,715.9398549,715.9398549,1.605246311,7.698278009
359,1/15/2026,10:00:00 PM,5,208,139,359,896.3459142,179.2691828,4.309355357,6.448531757
360,1/15/2026,11:00:00 PM,2,352,79,360,563.6017619,281.8008809,1.601141369,7.134199518
361,1/16/2026,12:00:00 AM,6,277,154,361,1165.993292,194.3322154,4.209362066,7.571385015
362,1/16/2026,1:00:00 AM,2,414,132,362,931.0016848,465.5008424,2.24879634,7.053043067
363,1/16/2026,2:00:00 AM,2,265,98,363,621.9770069,310.9885035,2.347083045,6.346704152
364,1/16/2026,3:00:00 AM,6,485,37,364,414.0017946,69.0002991,0.853611948,11.18923769
365,1/16/2026,4:00:00 AM,3,233,75,365,639.4340211,213.1446737,2.744352022,8.525786947
366,1/16/2026,5:00:00 AM,5,64,172,366,1105.110076,221.0220152,17.26734494,6.425058583
367,1/16/2026,6:00:00 AM,1,206,14,367,195.5704573,195.5704573,0.949371152,13.96931838
368,1/16/2026,7:00:00 AM,4,185,177,368,1181.13354,295.283385,6.384505621,6.673070847
369,1/16/2026,8:00:00 AM,1,310,193,369,1251.450989,1251.450989,4.036938674,6.484202015
370,1/16/2026,9:00:00 AM,4,206,173,370,1183.063364,295.765841,5.743026039,6.838516556
371,1/16/2026,10:00:00 AM,1,96,54,371,296.2692997,296.2692997,3.086138539,5.486468514
372,1/16/2026,11:00:00 AM,6,373,160,372,1118.666021,186.4443369,2.999104615,6.991662634
373,1/16/2026,12:00:00 PM,5,381,56,373,510.5294696,102.1058939,1.339972361,9.116597672
374,1/16/2026,1:00:00 PM,4,222,40,374,326.3128681,81.57821701,1.469877784,8.157821701
375,1/16/2026,2:00:00 PM,7,179,148,375,1029.276666,147.0395238,5.750148974,6.95457207
376,1/16/2026,3:00:00 PM,3,460,19,376,322.6113914,107.5371305,0.701329112,16.97954691
377,1/16/2026,4:00:00 PM,1,144,127,377,824.1641016,824.1641016,5.723361817,6.489481115
378,1/16/2026,5:00:00 PM,1,164,23,378,242.1185111,242.1185111,1.476332385,10.52689179
379,1/16/2026,6:00:00 PM,4,292,89,379,687.4612585,171.8653146,2.354319379,7.724283804
380,1/16/2026,7:00:00 PM,3,469,102,380,827.4738249,275.8246083,1.764336514,8.11248848
381,1/16/2026,8:00:00 PM,3,341,19,381,259.377891,86.459297,0.760638977,13.65146795
382,1/16/2026,9:00:00 PM,6,331,85,382,681.5917355,113.5986226,2.059189533,8.0187263
383,1/16/2026,10:00:00 PM,7,348,103,383,871.8170417,124.5452917,2.505221384,8.464243123
384,1/16/2026,11:00:00 PM,6,332,114,384,852.3194914,142.0532486,2.567227384,7.476486766
385,1/17/2026,12:00:00 AM,6,118,10,385,195.7153447,32.61922412,1.658604616,19.57153447
386,1/17/2026,1:00:00 AM,6,197,142,386,1024.166921,170.6944868,5.198816857,7.212443105
387,1/17/2026,2:00:00 AM,6,60,29,387,307.2447811,51.20746352,5.120746352,10.59464763
388,1/17/2026,3:00:00 AM,6,303,17,388,247.9367199,41.32278665,0.818273003,14.58451293
389,1/17/2026,4:00:00 AM,5,379,180,389,1300.258512,260.0517024,3.430761246,7.223658401
390,1/17/2026,5:00:00 AM,3,409,10,390,198.3313426,66.11044754,0.484917708,19.83313426
391,1/17/2026,6:00:00 AM,6,87,66,391,536.4211097,89.40351828,6.165759881,8.127592571
392,1/17/2026,7:00:00 AM,3,183,73,392,553.9552041,184.6517347,3.027077618,7.588427454
393,1/17/2026,8:00:00 AM,3,249,127,393,906.2589199,302.0863066,3.639594056,7.135897007
394,1/17/2026,9:00:00 AM,2,72,37,394,237.4498944,118.7249472,3.2979152,6.417564713
395,1/17/2026,10:00:00 AM,5,352,130,395,978.2378923,195.6475785,2.779084921,7.524906864
396,1/17/2026,11:00:00 AM,6,395,116,396,937.0678103,156.1779684,2.37232357,8.078170778
397,1/17/2026,12:00:00 PM,1,351,174,397,1170.101873,1170.101873,3.333623571,6.724723411
398,1/17/2026,1:00:00 PM,4,412,184,398,1263.0415,315.7603749,3.065634708,6.864355976
399,1/17/2026,2:00:00 PM,7,445,174,399,1310.092428,187.1560612,2.944027929,7.52926683
400,1/17/2026,3:00:00 PM,1,267,58,400,446.5175888,446.5175888,1.67235052,7.698579118
401,1/17/2026,4:00:00 PM,5,190,129,401,855.7666721,171.1533344,4.504035116,6.633850171
402,1/17/2026,5:00:00 PM,4,153,53,402,397.0143161,99.25357903,2.594864811,7.490836153
403,1/17/2026,6:00:00 PM,5,495,65,403,597.7111641,119.5422328,1.207497301,9.19555637
404,1/17/2026,7:00:00 PM,3,259,165,404,1157.874549,385.9581829,4.470558103,7.017421507
405,1/17/2026,8:00:00 PM,4,160,120,405,867.9054926,216.9763731,5.424409329,7.232545772
406,1/17/2026,9:00:00 PM,3,153,143,406,988.7090559,329.5696853,6.462150692,6.914049342
407,1/17/2026,10:00:00 PM,1,365,117,407,833.4708083,833.4708083,2.283481667,7.123682122
408,1/17/2026,11:00:00 PM,1,220,198,408,1296.407844,1296.407844,5.892762926,6.547514362
409,1/18/2026,12:00:00 AM,4,405,157,409,1089.276618,272.3191544,2.689571896,6.938067629
410,1/18/2026,1:00:00 AM,4,373,123,410,910.104093,227.5260232,2.439957354,7.399220268
411,1/18/2026,2:00:00 AM,6,182,87,411,680.148981,113.3581635,3.737082313,7.81780438
412,1/18/2026,3:00:00 AM,5,425,139,412,1004.253028,200.8506057,2.362948302,7.22484193
413,1/18/2026,4:00:00 AM,6,342,46,413,474.8973627,79.14956045,1.38858878,10.32385571
414,1/18/2026,5:00:00 AM,5,377,29,414,412.6991756,82.53983511,1.094692773,14.23100605
415,1/18/2026,6:00:00 AM,6,176,35,415,369.5630935,61.59384892,2.099790304,10.55894553
416,1/18/2026,7:00:00 AM,3,155,38,416,347.0263562,115.6754521,2.238879717,9.132272532
417,1/18/2026,8:00:00 AM,4,141,10,417,88.7277923,22.18194807,0.629275123,8.87277923
418,1/18/2026,9:00:00 AM,1,336,128,418,930.5390655,930.5390655,2.769461504,7.269836449
419,1/18/2026,10:00:00 AM,5,427,44,419,461.5163296,92.30326591,1.080834495,10.48900749
420,1/18/2026,11:00:00 AM,5,442,68,420,592.5394106,118.5078821,1.340586902,8.713814861
421,1/18/2026,12:00:00 PM,1,100,78,421,507.7608644,507.7608644,5.077608644,6.509754672
422,1/18/2026,1:00:00 PM,6,78,170,422,1088.849335,181.4748892,13.95960686,6.40499609
423,1/18/2026,2:00:00 PM,5,345,188,423,1337.938262,267.5876524,3.878081918,7.116692882
424,1/18/2026,3:00:00 PM,7,346,21,424,324.7381283,46.39116119,0.938549504,15.4637204
425,1/18/2026,4:00:00 PM,3,263,29,425,275.7410756,91.91369188,1.048445155,9.508312953
426,1/18/2026,5:00:00 PM,4,316,190,426,1289.758348,322.439587,4.08151376,6.788201832
427,1/18/2026,6:00:00 PM,1,456,52,427,497.3404696,497.3404696,1.090658925,9.564239801
428,1/18/2026,7:00:00 PM,4,306,135,428,965.743752,241.435938,3.156025333,7.153657422
429,1/18/2026,8:00:00 PM,7,351,59,429,522.0091869,74.57274099,1.487205661,8.847613338
430,1/18/2026,9:00:00 PM,5,150,38,430,361.9494249,72.38988498,2.412996166,9.524984866
431,1/18/2026,10:00:00 PM,5,454,194,431,1347.330601,269.4661203,2.967688549,6.9450031
432,1/18/2026,11:00:00 PM,7,395,48,432,446.8169691,63.83099558,1.1311822,9.308686855
433,1/19/2026,12:00:00 AM,1,159,193,433,1265.580216,1265.580216,7.959624002,6.557410448
434,1/19/2026,1:00:00 AM,3,469,180,434,1279.416896,426.4722987,2.727967796,7.107871646
435,1/19/2026,2:00:00 AM,2,231,187,435,1218.95188,609.47594,5.276847966,6.518459252
436,1/19/2026,3:00:00 AM,1,362,160,436,1073.231715,1073.231715,2.964728493,6.707698216
437,1/19/2026,4:00:00 AM,2,50,181,437,1172.912385,586.4561925,23.4582477,6.480178923
438,1/19/2026,5:00:00 AM,7,368,47,438,590.0146545,84.28780779,1.603300692,12.55350329
439,1/19/2026,6:00:00 AM,6,487,93,439,807.5634156,134.5939026,1.6582411,8.683477587
440,1/19/2026,7:00:00 AM,2,104,160,440,990.3109595,495.1554798,9.522220765,6.189443497
441,1/19/2026,8:00:00 AM,3,420,137,441,988.3660344,329.4553448,2.353252463,7.214350616
442,1/19/2026,9:00:00 AM,6,473,135,442,1054.81718,175.8028634,2.230057463,7.813460594
443,1/19/2026,10:00:00 AM,2,448,54,443,417.9141508,208.9570754,0.932844087,7.739150941
444,1/19/2026,11:00:00 AM,7,198,61,444,540.4349761,77.20499658,2.729469576,8.859589771
445,1/19/2026,12:00:00 PM,6,480,89,445,781.0927539,130.1821256,1.627276571,8.776323077
446,1/19/2026,1:00:00 PM,7,358,187,446,1374.190266,196.3128951,3.838520296,7.348611048
447,1/19/2026,2:00:00 PM,2,186,133,447,920.4636991,460.2318495,4.948729565,6.920779692
448,1/19/2026,3:00:00 PM,7,251,128,448,951.6351648,135.9478807,3.791375159,7.434649725
449,1/19/2026,4:00:00 PM,3,485,17,449,337.9391072,112.6463691,0.696781664,19.87877101
450,1/19/2026,5:00:00 PM,2,362,94,450,763.6703496,381.8351748,2.109586601,8.124152655
451,1/19/2026,6:00:00 PM,2,166,138,451,908.6385437,454.3192718,5.473726167,6.584337273
452,1/19/2026,7:00:00 PM,2,203,17,452,205.4456124,102.7228062,1.012047351,12.08503602
453,1/19/2026,8:00:00 PM,1,474,166,453,1100.181079,1100.181079,2.32105713,6.627596864
454,1/19/2026,9:00:00 PM,1,340,105,454,703.4708021,703.4708021,2.069031771,6.699721925
455,1/19/2026,10:00:00 PM,1,112,111,455,689.4541106,689.4541106,6.155840273,6.211298294
456,1/19/2026,11:00:00 PM,3,293,14,456,203.5914509,67.86381695,0.694851368,14.54224649
457,1/20/2026,12:00:00 AM,6,74,95,457,649.3163093,108.2193849,8.77454472,6.834908519
458,1/20/2026,1:00:00 AM,7,139,184,458,1249.620138,178.5171625,8.990072933,6.791413792
459,1/20/2026,2:00:00 AM,5,124,43,459,357.788725,71.55774499,2.885392943,8.320668023
460,1/20/2026,3:00:00 AM,2,343,64,460,549.0268569,274.5134285,1.60066139,8.57854464
461,1/20/2026,4:00:00 AM,7,435,128,461,989.2567906,141.3223987,2.274153542,7.728568677
462,1/20/2026,5:00:00 AM,2,440,180,462,1173.398462,586.6992308,2.666814685,6.518880342
463,1/20/2026,6:00:00 AM,3,259,167,463,1128.472535,376.1575117,4.357036815,6.75732057
464,1/20/2026,7:00:00 AM,2,467,123,464,907.6740593,453.8370296,1.943627536,7.379463896
465,1/20/2026,8:00:00 AM,1,396,154,465,1031.938504,1031.938504,2.605905312,6.700899374
466,1/20/2026,9:00:00 AM,5,66,35,466,307.6499965,61.5299993,4.661363583,8.7899999
467,1/20/2026,10:00:00 AM,4,177,145,467,950.8420624,237.7105156,5.371989053,6.557531465
468,1/20/2026,11:00:00 AM,2,476,56,468,518.6951986,259.3475993,1.089695795,9.262414261
469,1/20/2026,12:00:00 PM,7,492,122,469,1063.587733,151.9411047,2.161763685,8.717932239
470,1/20/2026,1:00:00 PM,1,413,85,470,594.7318358,594.7318358,1.440028658,6.996845127
471,1/20/2026,2:00:00 PM,4,300,81,471,620.5127374,155.1281843,2.068375791,7.660651079
472,1/20/2026,3:00:00 PM,5,228,98,472,711.1048464,142.2209693,3.118880905,7.256171902
473,1/20/2026,4:00:00 PM,4,231,55,473,446.3022035,111.5755509,1.932044171,8.114585518
474,1/20/2026,5:00:00 PM,1,201,42,474,357.8977374,357.8977374,1.780585758,8.5213747
475,1/20/2026,6:00:00 PM,6,74,10,475,188.4847968,31.4141328,2.547091848,18.84847968
476,1/20/2026,7:00:00 PM,6,229,156,476,1120.162995,186.6938325,4.891541463,7.18053202
477,1/20/2026,8:00:00 PM,4,247,40,477,375.0148651,93.75371629,1.518278806,9.375371629
478,1/20/2026,9:00:00 PM,3,393,151,478,1029.23702,343.0790068,2.618923716,6.816139208
479,1/20/2026,10:00:00 PM,7,210,62,479,506.5594392,72.36563417,2.412187806,8.170313535
480,1/20/2026,11:00:00 PM,7,226,57,480,537.1877912,76.74111303,2.376937129,9.424347214
481,1/21/2026,12:00:00 AM,4,334,78,481,633.324957,158.3312392,1.896182506,8.11955073
482,1/21/2026,1:00:00 AM,2,112,114,482,785.4062222,392.7031111,7.012555555,6.889528265
483,1/21/2026,2:00:00 AM,2,199,99,483,692.4978631,346.2489315,3.479888759,6.99492791
484,1/21/2026,3:00:00 AM,7,203,199,484,1324.40955,189.2013643,6.524184976,6.655324373
485,1/21/2026,4:00:00 AM,7,205,72,485,582.8429456,83.26327794,2.84313632,8.095040911
486,1/21/2026,5:00:00 AM,6,419,82,486,724.6444245,120.7740707,1.729461634,8.837127128
487,1/21/2026,6:00:00 AM,3,98,170,487,1115.709975,371.903325,11.38479566,6.562999852
488,1/21/2026,7:00:00 AM,1,386,178,488,1224.453259,1224.453259,3.172158702,6.878950893
489,1/21/2026,8:00:00 AM,2,133,98,489,626.4442766,313.2221383,4.710107343,6.392288537
490,1/21/2026,9:00:00 AM,7,410,185,490,1301.969095,185.995585,3.175534378,7.037670784
491,1/21/2026,10:00:00 AM,6,226,22,491,284.1059244,47.3509874,1.25710586,12.91390565
492,1/21/2026,11:00:00 AM,5,197,82,492,669.3022055,133.8604411,3.397473124,8.162222018
493,1/21/2026,12:00:00 PM,6,167,86,493,635.2839504,105.8806584,3.804095511,7.387022679
494,1/21/2026,1:00:00 PM,2,391,168,494,1168.949157,584.4745784,2.989639787,6.958030695
495,1/21/2026,2:00:00 PM,2,112,77,495,539.2518342,269.6259171,4.814748519,7.003270574
496,1/21/2026,3:00:00 PM,6,238,107,496,826.2231825,137.7038637,3.471525977,7.721711986
497,1/21/2026,4:00:00 PM,1,409,134,497,991.6332076,991.6332076,2.42453107,7.400247818
498,1/21/2026,5:00:00 PM,4,98,111,498,802.2571927,200.5642982,8.186297885,7.227542277
499,1/21/2026,6:00:00 PM,2,376,141,499,970.961825,485.4809125,2.582345279,6.886254078
500,1/21/2026,7:00:00 PM,6,306,111,500,784.8631368,130.8105228,2.564912212,7.07083907
501,1/21/2026,8:00:00 PM,7,273,28,501,334.5441199,47.79201713,1.225436337,11.94800428
502,1/21/2026,9:00:00 PM,6,190,91,502,695.2701688,115.8783615,3.659316678,7.640331526
503,1/21/2026,10:00:00 PM,3,264,150,503,1013.350642,337.7835472,3.8384494,6.755670944
504,1/21/2026,11:00:00 PM,4,484,32,504,456.2369683,114.0592421,0.942638364,14.25740526
505,1/22/2026,12:00:00 AM,5,428,92,505,755.9634091,151.1926818,1.766269647,8.216993577
506,1/22/2026,1:00:00 AM,1,489,118,506,889.3113564,889.3113564,1.818632631,7.536536919
507,1/22/2026,2:00:00 AM,5,260,84,507,663.5164293,132.7032859,2.551986266,7.899005111
508,1/22/2026,3:00:00 AM,4,367,138,508,987.7010045,246.9252511,2.691283391,7.157253656
509,1/22/2026,4:00:00 AM,4,81,97,509,608.5556497,152.1389124,7.513032712,6.273769584
510,1/22/2026,5:00:00 AM,4,207,63,510,497.7414708,124.4353677,2.404548168,7.900658267
511,1/22/2026,6:00:00 AM,5,334,98,511,860.8394188,172.1678838,2.577363529,8.784075702
512,1/22/2026,7:00:00 AM,7,354,152,512,1085.866248,155.1237497,3.06741878,7.143856895
513,1/22/2026,8:00:00 AM,4,478,74,513,592.9538087,148.2384522,1.240489139,8.012889306
514,1/22/2026,9:00:00 AM,6,335,85,514,758.5916791,126.4319465,2.264452773,8.924607989
515,1/22/2026,10:00:00 AM,5,193,152,515,1067.162489,213.4324978,5.529339322,7.020805849
516,1/22/2026,11:00:00 AM,4,473,158,516,1155.522596,288.8806491,2.44296532,7.313434155
517,1/22/2026,12:00:00 PM,6,68,156,517,1087.280216,181.2133693,15.98941494,6.969744974
518,1/22/2026,1:00:00 PM,7,67,69,518,514.1549417,73.45070596,7.673954354,7.451520894
519,1/22/2026,2:00:00 PM,3,306,102,519,745.6021572,248.5340524,2.436608357,7.30982507
520,1/22/2026,3:00:00 PM,7,127,170,520,1191.754624,170.2506605,9.383894673,7.010321315
521,1/22/2026,4:00:00 PM,4,420,58,521,597.310631,149.3276578,1.422168169,10.29845916
522,1/22/2026,5:00:00 PM,5,224,44,522,371.1436706,74.22873411,1.656891386,8.435083422
523,1/22/2026,6:00:00 PM,2,243,181,523,1227.322034,613.6610169,5.050707958,6.780784717
524,1/22/2026,7:00:00 PM,4,162,111,524,786.0551718,196.513793,4.852192419,7.081578125
525,1/22/2026,8:00:00 PM,2,163,20,525,203.791832,101.895916,1.250256638,10.1895916
526,1/22/2026,9:00:00 PM,6,271,108,526,819.0681233,136.5113539,3.022391599,7.583964105
527,1/22/2026,10:00:00 PM,3,215,119,527,781.9606014,260.6535338,3.637026053,6.571097491
528,1/22/2026,11:00:00 PM,1,484,83,528,687.0926699,687.0926699,1.419612954,8.278224939
529,1/23/2026,12:00:00 AM,7,368,183,529,1289.931929,184.2759899,3.505249808,7.048808357
530,1/23/2026,1:00:00 AM,3,181,18,530,174.9092789,58.30309297,0.966349607,9.717182162
531,1/23/2026,2:00:00 AM,4,434,12,531,288.7637688,72.19094219,0.665354306,24.0636474
532,1/23/2026,3:00:00 AM,2,313,94,532,711.5740208,355.7870104,2.273399427,7.569936391
533,1/23/2026,4:00:00 AM,7,462,35,533,455.9700025,65.13857179,0.986948057,13.02771436
534,1/23/2026,5:00:00 AM,2,104,81,534,579.5863086,289.7931543,5.572945275,7.155386526
535,1/23/2026,6:00:00 AM,5,408,57,535,582.1780974,116.4356195,1.426907102,10.21365083
536,1/23/2026,7:00:00 AM,2,180,165,536,1113.246722,556.6233612,6.184704013,6.746949832
537,1/23/2026,8:00:00 AM,5,337,126,537,916.2516308,183.2503262,2.718847569,7.27183834
538,1/23/2026,9:00:00 AM,6,315,163,538,1192.923148,198.8205247,3.787057613,7.31854692
539,1/23/2026,10:00:00 AM,7,415,162,539,1207.849229,172.5498899,2.910480071,7.45585944
540,1/23/2026,11:00:00 AM,7,211,21,540,346.0772331,49.43960473,1.64017646,16.47986824
541,1/23/2026,12:00:00 PM,1,429,142,541,991.9881499,991.9881499,2.31232669,6.985832042
542,1/23/2026,1:00:00 PM,4,136,57,542,432.1058509,108.0264627,3.177248904,7.580804401
543,1/23/2026,2:00:00 PM,5,104,46,543,363.7860937,72.75721874,3.497943209,7.908393341
544,1/23/2026,3:00:00 PM,1,337,53,544,439.7786368,439.7786368,1.304981118,8.297710129
545,1/23/2026,4:00:00 PM,2,227,24,545,256.101764,128.050882,1.128201604,10.67090683
546,1/23/2026,5:00:00 PM,2,440,52,546,488.5788685,244.2894342,1.110406519,9.395747471
547,1/23/2026,6:00:00 PM,1,398,185,547,1254.875176,1254.875176,3.152952704,6.783109061
548,1/23/2026,7:00:00 PM,7,57,96,548,718.2311104,102.6044443,12.6005458,7.481574066
549,1/23/2026,8:00:00 PM,2,370,79,549,608.3237449,304.1618725,1.64411823,7.700300569
550,1/23/2026,9:00:00 PM,6,362,55,550,502.4245405,83.73742342,1.387913095,9.134991646
551,1/23/2026,10:00:00 PM,6,296,117,551,852.0051601,142.00086,2.878395811,7.282095385
552,1/23/2026,11:00:00 PM,1,372,132,552,947.8515329,947.8515329,2.547987992,7.180693431
553,1/24/2026,12:00:00 AM,5,492,180,553,1316.709669,263.3419339,2.676239165,7.315053718
554,1/24/2026,1:00:00 AM,5,304,30,554,290.5248669,58.10497337,0.955673904,9.684162229
555,1/24/2026,2:00:00 AM,1,377,160,555,1121.002603,1121.002603,2.973481705,7.006266268
556,1/24/2026,3:00:00 AM,5,103,116,556,858.3130544,171.6626109,8.33313645,7.399250469
