Date,Store_ID,Zone,Total_Visitors,Avg_Dwell_Time_Min,Zone_Area_SqFt
2025-10-09,Store_03,Grocery,203,24,1734
2025-10-09,Store_03,Home,282,12,1417
2025-10-09,Store_03,Beauty,180,29,879
2025-10-10,Store_01,Electronics,535,31,851
2025-10-10,Store_01,Clothing,473,21,659
2025-10-10,Store_01,Grocery,590,34,1722
2025-10-10,Store_01,Home,379,21,1853
2025-10-10,Store_01,Beauty,600,34,535
2025-10-10,Store_02,Electronics,508,8,537
2025-10-10,Store_02,Clothing,287,22,649
2025-10-10,Store_02,Grocery,451,32,814
2025-10-10,Store_02,Home,253,5,944
2025-10-10,Store_02,Beauty,553,49,1908
2025-10-10,Store_03,Electronics,561,16,1773
2025-10-10,Store_03,Clothing,458,7,540
2025-10-10,Store_03,Grocery,507,7,588
2025-10-10,Store_03,Home,325,8,1303
2025-10-10,Store_03,Beauty,180,47,536
2025-10-11,Store_01,Electronics,251,8,1702
2025-10-11,Store_01,Clothing,464,48,1852
2025-10-11,Store_01,Grocery,292,29,667
2025-10-11,Store_01,Home,400,10,1141
2025-10-11,Store_01,Beauty,319,35,683
2025-10-11,Store_02,Electronics,383,14,1112
2025-10-11,Store_02,Clothing,383,23,1480
2025-10-11,Store_02,Grocery,227,12,1100
2025-10-11,Store_02,Home,544,45,1958
2025-10-11,Store_02,Beauty,391,31,1335
2025-10-11,Store_03,Electronics,367,30,1603
2025-10-11,Store_03,Clothing,271,32,1079
2025-10-11,Store_03,Grocery,372,34,1402
2025-10-11,Store_03,Home,495,8,1997
2025-10-11,Store_03,Beauty,540,33,1619
2025-10-12,Store_01,Electronics,255,36,523
2025-10-12,Store_01,Clothing,531,41,1065
2025-10-12,Store_01,Grocery,490,21,943
2025-10-12,Store_01,Home,423,18,1152
2025-10-12,Store_01,Beauty,200,50,1228
2025-10-12,Store_02,Electronics,515,49,1606
2025-10-12,Store_02,Clothing,365,15,609
2025-10-12,Store_02,Grocery,165,45,1723
2025-10-12,Store_02,Home,166,34,1731
2025-10-12,Store_02,Beauty,318,8,751
2025-10-12,Store_03,Electronics,177,36,1935
2025-10-12,Store_03,Clothing,229,29,1032
2025-10-12,Store_03,Grocery,508,43,1870
2025-10-12,Store_03,Home,566,18,1236
2025-10-12,Store_03,Beauty,588,17,1555
2025-10-13,Store_01,Electronics,458,49,1609
2025-10-13,Store_01,Clothing,495,12,1947
2025-10-13,Store_01,Grocery,474,39,1497
2025-10-13,Store_01,Home,542,40,1830
2025-10-13,Store_01,Beauty,474,10,1071
2025-10-13,Store_02,Electronics,350,40,1940
2025-10-13,Store_02,Clothing,386,12,1752
2025-10-13,Store_02,Grocery,277,41,603
2025-10-13,Store_02,Home,361,44,861
2025-10-13,Store_02,Beauty,433,34,730
2025-10-13,Store_03,Electronics,155,30,965
2025-10-13,Store_03,Clothing,591,27,1220
2025-10-13,Store_03,Grocery,487,13,1036
2025-10-13,Store_03,Home,262,18,783
2025-10-13,Store_03,Beauty,457,25,1736
2025-10-14,Store_01,Electronics,467,5,1635
2025-10-14,Store_01,Clothing,353,40,505
2025-10-14,Store_01,Grocery,154,14,629
2025-10-14,Store_01,Home,310,26,1667
2025-10-14,Store_01,Beauty,418,28,1727
2025-10-14,Store_02,Electronics,431,21,1995
2025-10-14,Store_02,Clothing,167,31,745
2025-10-14,Store_02,Grocery,397,16,1723
2025-10-14,Store_02,Home,265,42,1965
2025-10-14,Store_02,Beauty,390,30,1320
2025-10-14,Store_03,Electronics,513,25,866
2025-10-14,Store_03,Clothing,197,50,811
2025-10-14,Store_03,Grocery,389,7,1004
2025-10-14,Store_03,Home,357,18,590
2025-10-14,Store_03,Beauty,512,28,596
2025-10-15,Store_01,Electronics,445,15,1377
2025-10-15,Store_01,Clothing,315,20,915
2025-10-15,Store_01,Grocery,315,40,1115
2025-10-15,Store_01,Home,521,21,604
2025-10-15,Store_01,Beauty,181,28,850
2025-10-15,Store_02,Electronics,348,13,714
2025-10-15,Store_02,Clothing,559,22,1121
2025-10-15,Store_02,Grocery,528,16,700
2025-10-15,Store_02,Home,446,49,1688
2025-10-15,Store_02,Beauty,283,40,636
2025-10-15,Store_03,Electronics,312,46,740
2025-10-15,Store_03,Clothing,181,48,1980
2025-10-15,Store_03,Grocery,489,20,1759
2025-10-15,Store_03,Home,254,28,641
2025-10-15,Store_03,Beauty,489,5,921
2025-10-16,Store_01,Electronics,460,8,1544
2025-10-16,Store_01,Clothing,340,27,1335
2025-10-16,Store_01,Grocery,389,11,826
2025-10-16,Store_01,Home,590,15,929
2025-10-16,Store_01,Beauty,480,26,1773
2025-10-16,Store_02,Electronics,317,18,625
2025-10-16,Store_02,Clothing,571,28,1373
2025-10-16,Store_02,Grocery,324,9,1109
2025-10-16,Store_02,Home,274,24,1857
2025-10-16,Store_02,Beauty,351,27,1457
2025-10-16,Store_03,Electronics,168,46,1775
2025-10-16,Store_03,Clothing,324,39,1585
2025-10-16,Store_03,Grocery,186,40,1080
2025-10-16,Store_03,Home,205,38,699
2025-10-16,Store_03,Beauty,205,34,945
2025-10-17,Store_01,Electronics,537,41,910
2025-10-17,Store_01,Clothing,183,28,1359
2025-10-17,Store_01,Grocery,311,50,1176
2025-10-17,Store_01,Home,290,49,1037
2025-10-17,Store_01,Beauty,515,34,1132
2025-10-17,Store_02,Electronics,320,32,1678
2025-10-17,Store_02,Clothing,581,11,1623
2025-10-17,Store_02,Grocery,481,34,967
2025-10-17,Store_02,Home,240,49,662
2025-10-17,Store_02,Beauty,431,32,1871
2025-10-17,Store_03,Electronics,304,44,538
2025-10-17,Store_03,Clothing,412,32,940
2025-10-17,Store_03,Grocery,410,39,1304
2025-10-17,Store_03,Home,174,12,1344
2025-10-17,Store_03,Beauty,374,33,1577
2025-10-18,Store_01,Electronics,267,14,574
2025-10-18,Store_01,Clothing,574,21,1861
2025-10-18,Store_01,Grocery,234,22,998
2025-10-18,Store_01,Home,503,9,633
2025-10-18,Store_01,Beauty,483,19,1064
2025-10-18,Store_02,Electronics,153,46,1492
2025-10-18,Store_02,Clothing,341,32,583
2025-10-18,Store_02,Grocery,290,21,1662
2025-10-18,Store_02,Home,210,6,547
2025-10-18,Store_02,Beauty,461,15,589
2025-10-18,Store_03,Electronics,267,48,792
2025-10-18,Store_03,Clothing,275,44,1082
2025-10-18,Store_03,Grocery,340,35,1257
2025-10-18,Store_03,Home,524,45,946
2025-10-18,Store_03,Beauty,417,5,1429
2025-10-19,Store_01,Electronics,599,21,1146
2025-10-19,Store_01,Clothing,330,12,1518
2025-10-19,Store_01,Grocery,339,43,1141
2025-10-19,Store_01,Home,397,28,1611
2025-10-19,Store_01,Beauty,507,12,1280
2025-10-19,Store_02,Electronics,498,22,546
2025-10-19,Store_02,Clothing,154,32,1054
2025-10-19,Store_02,Grocery,369,30,965
2025-10-19,Store_02,Home,542,11,1525
2025-10-19,Store_02,Beauty,272,30,1265
2025-10-19,Store_03,Electronics,257,21,1822
2025-10-19,Store_03,Clothing,553,24,1175
2025-10-19,Store_03,Grocery,523,24,1179
2025-10-19,Store_03,Home,451,29,1825
2025-10-19,Store_03,Beauty,579,17,881
2025-10-20,Store_01,Electronics,359,28,1602
2025-10-20,Store_01,Clothing,228,49,687
2025-10-20,Store_01,Grocery,261,31,1528
2025-10-20,Store_01,Home,210,21,1812
2025-10-20,Store_01,Beauty,314,8,1596
2025-10-20,Store_02,Electronics,507,14,1357
2025-10-20,Store_02,Clothing,492,39,532
2025-10-20,Store_02,Grocery,261,41,1322
2025-10-20,Store_02,Home,239,38,513
2025-10-20,Store_02,Beauty,427,46,1173
2025-10-20,Store_03,Electronics,588,22,1876
2025-10-20,Store_03,Clothing,219,20,1905
2025-10-20,Store_03,Grocery,254,20,1563
2025-10-20,Store_03,Home,223,50,1570
2025-10-20,Store_03,Beauty,565,23,933
2025-10-21,Store_01,Electronics,274,12,1617
2025-10-21,Store_01,Clothing,281,48,1918
2025-10-21,Store_01,Grocery,220,36,1993
2025-10-21,Store_01,Home,186,44,1271
2025-10-21,Store_01,Beauty,412,15,1693
2025-10-21,Store_02,Electronics,274,26,1751
2025-10-21,Store_02,Clothing,486,7,1288
2025-10-21,Store_02,Grocery,410,17,920
2025-10-21,Store_02,Home,379,17,675
2025-10-21,Store_02,Beauty,309,49,1312
2025-10-21,Store_03,Electronics,213,14,821
2025-10-21,Store_03,Clothing,227,24,571
2025-10-21,Store_03,Grocery,155,33,574
2025-10-21,Store_03,Home,330,13,1959
2025-10-21,Store_03,Beauty,201,40,1602
2025-10-22,Store_01,Electronics,383,20,1654
2025-10-22,Store_01,Clothing,576,17,1236
2025-10-22,Store_01,Grocery,188,10,736
2025-10-22,Store_01,Home,581,34,682
2025-10-22,Store_01,Beauty,503,9,635
2025-10-22,Store_02,Electronics,173,38,1848
2025-10-22,Store_02,Clothing,344,46,792
2025-10-22,Store_02,Grocery,349,17,1471
2025-10-22,Store_02,Home,489,39,587
2025-10-22,Store_02,Beauty,328,21,711
2025-10-22,Store_03,Electronics,308,37,1601
2025-10-22,Store_03,Clothing,470,25,1276
2025-10-22,Store_03,Grocery,202,40,1862
2025-10-22,Store_03,Home,185,5,1238
2025-10-22,Store_03,Beauty,548,10,1380
2025-10-23,Store_01,Electronics,435,32,717
2025-10-23,Store_01,Clothing,294,10,1341
2025-10-23,Store_01,Grocery,397,6,1817
2025-10-23,Store_01,Home,243,31,1349
2025-10-23,Store_01,Beauty,167,19,829
2025-10-23,Store_02,Electronics,267,33,899
2025-10-23,Store_02,Clothing,170,24,1382
2025-10-23,Store_02,Grocery,324,44,837
2025-10-23,Store_02,Home,376,43,879
2025-10-23,Store_02,Beauty,552,34,1305
2025-10-23,Store_03,Electronics,466,13,1333
2025-10-23,Store_03,Clothing,571,33,1046
2025-10-23,Store_03,Grocery,566,38,638
2025-10-23,Store_03,Home,526,11,1422
2025-10-23,Store_03,Beauty,360,26,997
2025-10-24,Store_01,Electronics,188,39,1023
2025-10-24,Store_01,Clothing,395,36,1617
2025-10-24,Store_01,Grocery,375,49,1083
2025-10-24,Store_01,Home,587,42,1532
2025-10-24,Store_01,Beauty,354,38,1157
2025-10-24,Store_02,Electronics,430,32,1695
2025-10-24,Store_02,Clothing,534,50,1110
2025-10-24,Store_02,Grocery,398,40,824
2025-10-24,Store_02,Home,371,6,1710
2025-10-24,Store_02,Beauty,428,19,1246
2025-10-24,Store_03,Electronics,393,29,1864
2025-10-24,Store_03,Clothing,569,11,1192
2025-10-24,Store_03,Grocery,490,23,1374
2025-10-24,Store_03,Home,528,26,1020
2025-10-24,Store_03,Beauty,409,29,539
2025-10-25,Store_01,Electronics,273,34,683
2025-10-25,Store_01,Clothing,321,8,542
2025-10-25,Store_01,Grocery,175,37,1656
2025-10-25,Store_01,Home,214,33,1218
2025-10-25,Store_01,Beauty,459,17,969
2025-10-25,Store_02,Electronics,305,38,762
2025-10-25,Store_02,Clothing,493,47,1660
2025-10-25,Store_02,Grocery,389,28,852
2025-10-25,Store_02,Home,300,32,1329
2025-10-25,Store_02,Beauty,594,16,1939
2025-10-25,Store_03,Electronics,433,27,1890
2025-10-25,Store_03,Clothing,403,21,1995
2025-10-25,Store_03,Grocery,556,46,1161
2025-10-25,Store_03,Home,364,47,1175
2025-10-25,Store_03,Beauty,281,44,1800
2025-10-26,Store_01,Electronics,511,16,1953
2025-10-26,Store_01,Clothing,226,21,1416
2025-10-26,Store_01,Grocery,544,20,604
2025-10-26,Store_01,Home,238,30,866
2025-10-26,Store_01,Beauty,390,33,1581
2025-10-26,Store_02,Electronics,268,19,1900
2025-10-26,Store_02,Clothing,303,5,1362
2025-10-26,Store_02,Grocery,308,38,1247
2025-10-26,Store_02,Home,162,14,1144
2025-10-26,Store_02,Beauty,595,44,1471
2025-10-26,Store_03,Electronics,298,5,797
2025-10-26,Store_03,Clothing,475,26,1641
2025-10-26,Store_03,Grocery,265,17,1539
2025-10-26,Store_03,Home,285,38,1575
2025-10-26,Store_03,Beauty,452,37,1484
2025-10-27,Store_01,Electronics,236,38,1660
2025-10-27,Store_01,Clothing,310,16,581
2025-10-27,Store_01,Grocery,301,48,786
2025-10-27,Store_01,Home,403,50,1552
2025-10-27,Store_01,Beauty,467,39,1776
2025-10-27,Store_02,Electronics,506,8,1370
2025-10-27,Store_02,Clothing,571,29,1562
2025-10-27,Store_02,Grocery,482,33,1652
2025-10-27,Store_02,Home,548,45,1901
2025-10-27,Store_02,Beauty,538,45,1683
2025-10-27,Store_03,Electronics,416,33,1806
2025-10-27,Store_03,Clothing,519,45,1895
2025-10-27,Store_03,Grocery,325,39,1256
2025-10-27,Store_03,Home,558,15,820
2025-10-27,Store_03,Beauty,272,41,990
2025-10-28,Store_01,Electronics,374,18,1419
2025-10-28,Store_01,Clothing,386,29,1504
2025-10-28,Store_01,Grocery,202,14,1487
2025-10-28,Store_01,Home,198,17,622
2025-10-28,Store_01,Beauty,269,31,1357
2025-10-28,Store_02,Electronics,288,32,685
2025-10-28,Store_02,Clothing,332,30,928
2025-10-28,Store_02,Grocery,569,5,1722
2025-10-28,Store_02,Home,388,13,1703
2025-10-28,Store_02,Beauty,497,13,1449
2025-10-28,Store_03,Electronics,491,49,715
2025-10-28,Store_03,Clothing,311,50,1067
2025-10-28,Store_03,Grocery,495,11,1005
2025-10-28,Store_03,Home,391,27,1670
2025-10-28,Store_03,Beauty,199,26,1140
2025-10-29,Store_01,Electronics,332,12,1917
2025-10-29,Store_01,Clothing,470,15,1995
2025-10-29,Store_01,Grocery,203,50,532
2025-10-29,Store_01,Home,236,39,972
2025-10-29,Store_01,Beauty,599,33,625
2025-10-29,Store_02,Electronics,522,37,1541
2025-10-29,Store_02,Clothing,467,49,680
2025-10-29,Store_02,Grocery,382,40,1690
2025-10-29,Store_02,Home,505,16,1142
2025-10-29,Store_02,Beauty,506,48,932
2025-10-29,Store_03,Electronics,574,24,561
2025-10-29,Store_03,Clothing,185,32,1172
2025-10-29,Store_03,Grocery,421,40,1847
2025-10-29,Store_03,Home,200,32,886
2025-10-29,Store_03,Beauty,396,29,779
2025-10-30,Store_01,Electronics,272,33,1717
2025-10-30,Store_01,Clothing,263,18,1085
2025-10-30,Store_01,Grocery,461,27,1800
2025-10-30,Store_01,Home,272,33,1200
2025-10-30,Store_01,Beauty,472,19,615
2025-10-30,Store_02,Electronics,393,7,976
2025-10-30,Store_02,Clothing,350,44,1400
2025-10-30,Store_02,Grocery,193,47,1426
2025-10-30,Store_02,Home,572,33,935
2025-10-30,Store_02,Beauty,407,44,784
2025-10-30,Store_03,Electronics,257,20,1802
2025-10-30,Store_03,Clothing,230,30,785
2025-10-30,Store_03,Grocery,513,41,1804
2025-10-30,Store_03,Home,498,5,1455
2025-10-30,Store_03,Beauty,167,12,978
2025-10-31,Store_01,Electronics,193,21,1095
2025-10-31,Store_01,Clothing,385,43,1498
2025-10-31,Store_01,Grocery,560,5,1773
2025-10-31,Store_01,Home,359,19,1787
2025-10-31,Store_01,Beauty,270,28,1055
2025-10-31,Store_02,Electronics,481,41,967
2025-10-31,Store_02,Clothing,432,38,1171
2025-10-31,Store_02,Grocery,493,42,1507
2025-10-31,Store_02,Home,525,26,1180
2025-10-31,Store_02,Beauty,511,49,1069
2025-10-31,Store_03,Electronics,469,32,1670
2025-10-31,Store_03,Clothing,512,47,1489
2025-10-31,Store_03,Grocery,542,37,1737
2025-10-31,Store_03,Home,200,20,1010
2025-10-31,Store_03,Beauty,370,32,1402
2025-11-01,Store_01,Electronics,231,29,1325
2025-11-01,Store_01,Clothing,437,48,1974
2025-11-01,Store_01,Grocery,578,23,1729
2025-11-01,Store_01,Home,414,41,1440
2025-11-01,Store_01,Beauty,227,35,1127
2025-11-01,Store_02,Electronics,358,38,910
2025-11-01,Store_02,Clothing,464,10,773
2025-11-01,Store_02,Grocery,354,18,1475
2025-11-01,Store_02,Home,337,49,905
2025-11-01,Store_02,Beauty,262,30,1662
2025-11-01,Store_03,Electronics,382,28,933
2025-11-01,Store_03,Clothing,592,25,1219
2025-11-01,Store_03,Grocery,351,45,1245
2025-11-01,Store_03,Home,464,21,1557
2025-11-01,Store_03,Beauty,466,11,1297
2025-11-02,Store_01,Electronics,415,25,1681
2025-11-02,Store_01,Clothing,230,40,1358
2025-11-02,Store_01,Grocery,214,22,1560
2025-11-02,Store_01,Home,492,41,803
2025-11-02,Store_01,Beauty,233,31,1406
2025-11-02,Store_02,Electronics,411,8,1326
2025-11-02,Store_02,Clothing,441,31,933
2025-11-02,Store_02,Grocery,383,37,1749
2025-11-02,Store_02,Home,234,19,1973
2025-11-02,Store_02,Beauty,414,29,962
2025-11-02,Store_03,Electronics,527,5,985
2025-11-02,Store_03,Clothing,357,39,937
2025-11-02,Store_03,Grocery,194,27,549
2025-11-02,Store_03,Home,449,39,914
2025-11-02,Store_03,Beauty,178,5,1484
2025-11-03,Store_01,Electronics,530,22,1694
2025-11-03,Store_01,Clothing,305,15,1198
2025-11-03,Store_01,Grocery,263,21,1401
2025-11-03,Store_01,Home,205,41,1360
2025-11-03,Store_01,Beauty,529,13,1771
2025-11-03,Store_02,Electronics,346,20,1805
2025-11-03,Store_02,Clothing,582,21,1761
2025-11-03,Store_02,Grocery,280,47,1521
2025-11-03,Store_02,Home,513,37,712
2025-11-03,Store_02,Beauty,522,32,1632
2025-11-03,Store_03,Electronics,175,5,1982
2025-11-03,Store_03,Clothing,170,25,1269
2025-11-03,Store_03,Grocery,534,26,1997
2025-11-03,Store_03,Home,489,35,1556
2025-11-03,Store_03,Beauty,313,48,975
2025-11-04,Store_01,Electronics,243,47,1552
2025-11-04,Store_01,Clothing,323,25,634
2025-11-04,Store_01,Grocery,598,11,673
2025-11-04,Store_01,Home,537,8,1198
2025-11-04,Store_01,Beauty,425,5,1857
2025-11-04,Store_02,Electronics,364,31,1427
2025-11-04,Store_02,Clothing,507,18,1482
2025-11-04,Store_02,Grocery,224,16,633
2025-11-04,Store_02,Home,295,26,840
2025-11-04,Store_02,Beauty,526,36,594
2025-11-04,Store_03,Electronics,152,21,1466
2025-11-04,Store_03,Clothing,303,21,798
2025-11-04,Store_03,Grocery,496,20,728
2025-11-04,Store_03,Home,430,32,1610
2025-11-04,Store_03,Beauty,399,13,932
2025-11-05,Store_01,Electronics,437,7,574
2025-11-05,Store_01,Clothing,375,35,958
2025-11-05,Store_01,Grocery,355,28,826
2025-11-05,Store_01,Home,259,32,1610
2025-11-05,Store_01,Beauty,554,25,621
2025-11-05,Store_02,Electronics,175,14,978
2025-11-05,Store_02,Clothing,193,42,1960
2025-11-05,Store_02,Grocery,574,26,1902
2025-11-05,Store_02,Home,325,21,1390
2025-11-05,Store_02,Beauty,544,25,608
2025-11-05,Store_03,Electronics,592,38,1359
2025-11-05,Store_03,Clothing,427,42,1320
2025-11-05,Store_03,Grocery,170,50,768
2025-11-05,Store_03,Home,303,6,787
2025-11-05,Store_03,Beauty,231,8,1690
2025-11-06,Store_01,Electronics,545,11,1093
2025-11-06,Store_01,Clothing,207,8,629
2025-11-06,Store_01,Grocery,509,25,842
2025-11-06,Store_01,Home,347,46,1160
2025-11-06,Store_01,Beauty,251,10,1684
2025-11-06,Store_02,Electronics,461,8,1188
2025-11-06,Store_02,Clothing,402,22,958
2025-11-06,Store_02,Grocery,277,46,533
2025-11-06,Store_02,Home,550,14,1179
2025-11-06,Store_02,Beauty,263,29,1390
2025-11-06,Store_03,Electronics,423,19,1554
2025-11-06,Store_03,Clothing,353,5,1624
2025-11-06,Store_03,Grocery,279,39,1795
2025-11-06,Store_03,Home,435,19,1750
2025-11-06,Store_03,Beauty,264,20,946
2025-11-07,Store_01,Electronics,397,25,1369
2025-11-07,Store_01,Clothing,412,30,893
2025-11-07,Store_01,Grocery,386,9,1408
2025-11-07,Store_01,Home,254,41,1088
2025-11-07,Store_01,Beauty,447,41,513
2025-11-07,Store_02,Electronics,337,32,886
2025-11-07,Store_02,Clothing,521,31,861
2025-11-07,Store_02,Grocery,197,25,989
2025-11-07,Store_02,Home,487,18,501
2025-11-07,Store_02,Beauty,273,41,756
2025-11-07,Store_03,Electronics,444,42,573
2025-11-07,Store_03,Clothing,517,31,1748
2025-11-07,Store_03,Grocery,526,37,1926
2025-11-07,Store_03,Home,468,41,1331
2025-11-07,Store_03,Beauty,493,31,1629
2025-11-08,Store_01,Electronics,594,41,1312
2025-11-08,Store_01,Clothing,176,36,1752
2025-11-08,Store_01,Grocery,245,37,1326
2025-11-08,Store_01,Home,413,28,1055
2025-11-08,Store_01,Beauty,178,32,887
2025-11-08,Store_02,Electronics,310,39,1785
2025-11-08,Store_02,Clothing,384,24,1609
2025-11-08,Store_02,Grocery,344,9,1158
2025-11-08,Store_02,Home,321,50,772
2025-11-08,Store_02,Beauty,179,8,1100
2025-11-08,Store_03,Electronics,222,12,1113
2025-11-08,Store_03,Clothing,299,22,1097
2025-11-08,Store_03,Grocery,353,10,1409
2025-11-08,Store_03,Home,590,45,802
2025-11-08,Store_03,Beauty,524,28,701
2025-11-09,Store_01,Electronics,264,39,1656
2025-11-09,Store_01,Clothing,493,17,858
2025-11-09,Store_01,Grocery,151,19,1774
2025-11-09,Store_01,Home,247,15,1373
2025-11-09,Store_01,Beauty,356,13,815
2025-11-09,Store_02,Electronics,562,48,1841
2025-11-09,Store_02,Clothing,333,46,813
2025-11-09,Store_02,Grocery,467,31,1239
2025-11-09,Store_02,Home,262,28,1772
2025-11-09,Store_02,Beauty,476,20,1348
2025-11-09,Store_03,Electronics,529,29,576
2025-11-09,Store_03,Clothing,411,40,1852
2025-11-09,Store_03,Grocery,473,43,1218
2025-11-09,Store_03,Home,307,37,1645
2025-11-09,Store_03,Beauty,326,32,1264
2025-11-10,Store_01,Electronics,190,16,1847
2025-11-10,Store_01,Clothing,564,34,1729
2025-11-10,Store_01,Grocery,587,20,957
2025-11-10,Store_01,Home,572,47,1270
2025-11-10,Store_01,Beauty,280,19,1082
2025-11-10,Store_02,Electronics,170,16,760
2025-11-10,Store_02,Clothing,369,19,1075
2025-11-10,Store_02,Grocery,304,50,742
2025-11-10,Store_02,Home,326,28,884
2025-11-10,Store_02,Beauty,363,12,1391
2025-11-10,Store_03,Electronics,436,28,1255
2025-11-10,Store_03,Clothing,379,45,1799
2025-11-10,Store_03,Grocery,379,27,1999
2025-11-10,Store_03,Home,178,23,1461
2025-11-10,Store_03,Beauty,592,33,1564
2025-11-11,Store_01,Electronics,353,19,777
2025-11-11,Store_01,Clothing,288,30,1470
2025-11-11,Store_01,Grocery,516,45,1921
2025-11-11,Store_01,Home,177,18,1361
2025-11-11,Store_01,Beauty,534,11,553
2025-11-11,Store_02,Electronics,327,14,1929
2025-11-11,Store_02,Clothing,364,46,1740
2025-11-11,Store_02,Grocery,168,22,847
2025-11-11,Store_02,Home,539,30,954
2025-11-11,Store_02,Beauty,534,29,841
2025-11-11,Store_03,Electronics,427,10,1186
2025-11-11,Store_03,Clothing,520,43,1919
2025-11-11,Store_03,Grocery,508,33,869
2025-11-11,Store_03,Home,502,33,1177
2025-11-11,Store_03,Beauty,296,10,894
2025-11-12,Store_01,Electronics,295,37,1944
2025-11-12,Store_01,Clothing,395,38,591
2025-11-12,Store_01,Grocery,333,36,843
2025-11-12,Store_01,Home,322,35,1444
2025-11-12,Store_01,Beauty,357,30,1849
2025-11-12,Store_02,Electronics,287,25,1068
2025-11-12,Store_02,Clothing,525,11,1714
2025-11-12,Store_02,Grocery,487,43,1668
2025-11-12,Store_02,Home,223,18,1176
2025-11-12,Store_02,Beauty,458,10,1073
2025-11-12,Store_03,Electronics,497,10,1980
2025-11-12,Store_03,Clothing,384,6,834
2025-11-12,Store_03,Grocery,277,45,1231
2025-11-12,Store_03,Home,496,15,1571
2025-11-12,Store_03,Beauty,585,40,795
2025-11-13,Store_01,Electronics,481,24,748
2025-11-13,Store_01,Clothing,562,14,681
2025-11-13,Store_01,Grocery,438,30,1570
2025-11-13,Store_01,Home,240,12,1558
2025-11-13,Store_01,Beauty,527,46,667
2025-11-13,Store_02,Electronics,191,10,683
2025-11-13,Store_02,Clothing,180,6,1501
2025-11-13,Store_02,Grocery,211,45,1429
2025-11-13,Store_02,Home,473,42,637
2025-11-13,Store_02,Beauty,298,21,1320
2025-11-13,Store_03,Electronics,172,28,1960
2025-11-13,Store_03,Clothing,427,8,1654
2025-11-13,Store_03,Grocery,330,12,1878
2025-11-13,Store_03,Home,545,46,1328
2025-11-13,Store_03,Beauty,531,35,860
2025-11-14,Store_01,Electronics,455,45,1673
2025-11-14,Store_01,Clothing,245,5,1374
2025-11-14,Store_01,Grocery,341,32,1724
2025-11-14,Store_01,Home,367,11,1970
2025-11-14,Store_01,Beauty,325,36,867
2025-11-14,Store_02,Electronics,212,31,1736
2025-11-14,Store_02,Clothing,355,45,1062
2025-11-14,Store_02,Grocery,572,6,807
2025-11-14,Store_02,Home,521,47,555
2025-11-14,Store_02,Beauty,289,27,548
2025-11-14,Store_03,Electronics,223,49,1183
2025-11-14,Store_03,Clothing,256,43,977
2025-11-14,Store_03,Grocery,319,39,1777
2025-11-14,Store_03,Home,334,25,1022
2025-11-14,Store_03,Beauty,320,47,1811
2025-11-15,Store_01,Electronics,315,25,1729
2025-11-15,Store_01,Clothing,216,8,1849
2025-11-15,Store_01,Grocery,329,45,975
2025-11-15,Store_01,Home,229,24,608
2025-11-15,Store_01,Beauty,331,25,1379
2025-11-15,Store_02,Electronics,420,18,1130
2025-11-15,Store_02,Clothing,471,50,1379
2025-11-15,Store_02,Grocery,373,17,1530
2025-11-15,Store_02,Home,428,10,837
2025-11-15,Store_02,Beauty,227,22,586
2025-11-15,Store_03,Electronics,595,48,753
2025-11-15,Store_03,Clothing,187,37,1230
2025-11-15,Store_03,Grocery,450,39,1742
2025-11-15,Store_03,Home,373,46,1805
2025-11-15,Store_03,Beauty,485,42,1656
2025-11-16,Store_01,Electronics,223,9,1292
2025-11-16,Store_01,Clothing,452,45,1987
2025-11-16,Store_01,Grocery,302,36,1342
2025-11-16,Store_01,Home,390,27,1900
2025-11-16,Store_01,Beauty,395,23,737
2025-11-16,Store_02,Electronics,266,35,1657
2025-11-16,Store_02,Clothing,308,12,781
2025-11-16,Store_02,Grocery,184,48,1691
2025-11-16,Store_02,Home,551,18,988
2025-11-16,Store_02,Beauty,457,46,716
2025-11-16,Store_03,Electronics,512,21,1328
2025-11-16,Store_03,Clothing,479,7,1902
2025-11-16,Store_03,Grocery,206,41,864
2025-11-16,Store_03,Home,379,5,1524
2025-11-16,Store_03,Beauty,369,47,1077
2025-11-17,Store_01,Electronics,323,40,866
2025-11-17,Store_01,Clothing,530,27,668
2025-11-17,Store_01,Grocery,156,45,1983
2025-11-17,Store_01,Home,345,44,1855
2025-11-17,Store_01,Beauty,158,5,1509
2025-11-17,Store_02,Electronics,431,14,1946
2025-11-17,Store_02,Clothing,234,19,728
2025-11-17,Store_02,Grocery,266,48,1788
2025-11-17,Store_02,Home,164,45,802
2025-11-17,Store_02,Beauty,285,43,1757
2025-11-17,Store_03,Electronics,448,34,1826
2025-11-17,Store_03,Clothing,344,19,1486
2025-11-17,Store_03,Grocery,249,6,1994
2025-11-17,Store_03,Home,269,13,1484
2025-11-17,Store_03,Beauty,592,27,1224
2025-11-18,Store_01,Electronics,469,20,1744
2025-11-18,Store_01,Clothing,178,33,989
2025-11-18,Store_01,Grocery,175,8,1197
2025-11-18,Store_01,Home,552,23,1216
2025-11-18,Store_01,Beauty,538,24,657
2025-11-18,Store_02,Electronics,265,29,700
2025-11-18,Store_02,Clothing,371,6,762
2025-11-18,Store_02,Grocery,364,45,1608
2025-11-18,Store_02,Home,401,18,1598
2025-11-18,Store_02,Beauty,583,5,846
2025-11-18,Store_03,Electronics,555,33,1695
2025-11-18,Store_03,Clothing,546,30,1084
