date,store_id,sku,quantity,total_revenue,total_cost,checkout_time_min,queue_length,customer_id,delay_cost_est
2024-10-12,S3,P103,2,978.64,643.68,5.528238338092293,12,C2582,48.932
2024-12-17,S1,P2,4,264.6,167.52,1.7245416436178114,13,C2726,0.0
2024-03-05,S4,P55,2,1418.62,936.92,2.46676523885678,4,C1504,0.0
2024-05-22,S5,P165,3,1722.84,1183.47,3.486653811892703,10,C1346,0.0
2024-12-25,S5,P3,4,2147.24,1624.44,2.6610647179335487,8,C2902,0.0
2024-10-06,S2,P48,1,509.62,341.09,6.513979224738273,13,C1588,25.481
2024-03-27,S1,P192,1,442.76,300.86,6.699269631574941,2,C487,22.138
2024-10-07,S5,P77,2,777.1,511.48,5.790453156567945,5,C2185,38.855000000000004
2024-11-14,S3,P139,1,446.77,281.39,5.77806334792342,4,C1573,22.3385
2024-02-04,S2,P192,4,1771.04,1203.44,1.1931636031982142,13,C2563,0.0
2024-04-26,S5,P159,3,431.01,331.41,3.693204844030842,13,C2835,0.0
2024-11-17,S1,P138,1,428.96,268.57,1.893584783377876,12,C1177,0.0
2024-04-15,S5,P103,3,1467.96,965.52,6.008780123880039,7,C1650,73.39800000000001
2024-11-11,S2,P2,2,132.3,83.76,5.074748780701004,2,C1383,6.615000000000001
2024-03-22,S5,P43,4,2492.0,1640.2,4.8596581432466905,3,C895,0.0
2024-12-03,S1,P167,3,1343.94,923.88,8.208868513735744,0,C1302,67.197
2024-08-29,S3,P7,2,708.04,555.78,3.298587625452892,0,C321,0.0
2024-04-13,S4,P134,2,170.14,136.44,2.717994279533939,7,C279,0.0
2024-09-08,S3,P185,4,756.2,502.8,9.999547707516918,1,C2001,37.81
2024-02-01,S5,P31,3,724.77,548.28,2.5124278607061203,12,C1366,0.0
2024-12-13,S2,P66,3,2070.84,1491.99,5.816554468658434,14,C2886,103.54200000000002
2024-03-04,S1,P164,2,832.64,598.16,7.073005198435112,2,C1283,41.632000000000005
2024-10-03,S2,P99,2,106.0,67.1,1.551276313122468,3,C2738,0.0
2024-07-19,S3,P153,1,512.06,377.29,5.215948999201377,4,C2301,25.602999999999998
2024-11-17,S5,P91,4,450.6,346.6,5.889385670465617,7,C2041,22.53
2024-09-10,S3,P112,2,290.9,193.9,3.0972439363473296,4,C318,0.0
2024-04-15,S1,P185,2,378.1,251.4,7.90771942068629,2,C1071,18.905
2024-03-30,S4,P102,3,194.85,133.74,8.604061379363685,5,C1126,9.7425
2024-03-29,S3,P129,3,876.69,574.83,8.857316079148394,1,C1454,43.834500000000006
2024-05-05,S5,P160,3,1985.19,1320.99,1.251006799800943,8,C334,0.0
2024-06-01,S1,P182,2,234.84,173.84,8.373444560578378,0,C2240,11.742
2024-03-31,S4,P145,1,364.39,295.99,5.161267049135316,14,C771,18.2195
2024-04-24,S3,P164,4,1665.28,1196.32,9.684027596435891,2,C262,83.26400000000001
2024-04-25,S5,P75,3,1111.11,842.64,3.973814944840087,4,C1357,0.0
2024-06-21,S3,P88,4,1128.52,821.68,7.550325179592605,14,C1003,56.426
2024-02-07,S4,P132,3,526.98,395.61,7.4080314148618305,12,C7,26.349000000000004
2024-11-04,S3,P117,2,530.02,401.82,8.96990356836311,8,C689,26.501
2024-02-09,S5,P170,3,1794.84,1425.81,5.99637436227961,1,C2859,89.742
2024-09-10,S5,P18,3,1485.72,1013.19,7.654887465553248,12,C1319,74.286
2024-11-21,S1,P9,3,1462.44,1099.08,7.091352152667058,8,C2954,73.122
2024-11-24,S3,P59,4,105.44,75.44,5.008749096723849,12,C2190,5.272
2024-03-13,S4,P141,1,475.81,351.49,6.951411213085791,1,C2223,23.7905
2024-01-24,S4,P68,1,348.76,219.81,4.588700411754026,8,C2729,0.0
2024-05-12,S3,P137,1,340.36,223.8,9.184927228591338,10,C499,17.018
2024-09-22,S2,P146,4,2918.52,1972.96,4.761726091617106,3,C840,0.0
2024-12-17,S4,P113,2,922.06,737.02,2.1873031729709487,11,C1595,0.0
2024-05-09,S4,P42,4,1532.52,961.8,8.303593322314542,3,C531,76.626
2024-05-12,S4,P68,2,697.52,439.62,1.8508128321627704,3,C1672,0.0
2024-03-10,S4,P13,2,1489.5,987.14,9.77892992019921,11,C169,74.47500000000001
2024-06-04,S4,P200,2,1032.02,845.46,9.316775271704577,8,C2553,51.601
2024-11-26,S5,P19,3,618.0,433.83,5.873093997085942,6,C741,30.900000000000002
2024-10-08,S2,P1,3,141.81,98.28,2.260486149712356,11,C2820,0.0
2024-03-30,S5,P4,2,950.22,690.54,6.417516608543091,6,C2829,47.511
2024-01-30,S5,P28,4,639.8,468.16,7.90827818875461,7,C2850,31.99
2024-09-06,S5,P199,1,133.27,101.42,9.341359602425484,4,C1023,6.663500000000001
2024-04-01,S4,P97,4,110.84,73.64,3.27448103284031,10,C870,0.0
2024-12-25,S4,P19,4,824.0,578.44,4.013196430478646,9,C1110,0.0
2024-02-18,S5,P91,4,450.6,346.6,9.006612457464364,1,C1336,22.53
2024-05-16,S1,P116,2,188.98,121.06,4.349580819455001,1,C1653,0.0
2024-08-16,S5,P68,1,348.76,219.81,6.891370087173084,9,C380,17.438
2024-09-15,S4,P152,2,782.32,490.76,4.330533595673556,13,C2652,0.0
2024-12-12,S1,P77,3,1165.65,767.22,7.103909195342574,0,C1142,58.282500000000006
2024-08-10,S5,P118,4,229.36,144.84,2.259231175374413,8,C1724,0.0
2024-11-16,S2,P45,4,874.48,678.88,4.43205256667726,9,C763,0.0
2024-07-26,S5,P117,4,1060.04,803.64,1.74030208837181,8,C562,0.0
2024-02-18,S2,P192,3,1328.28,902.58,8.749101519811603,8,C355,66.414
2024-03-15,S3,P23,3,110.85,76.19999999999999,5.82151294866647,11,C988,5.5425
2024-07-06,S2,P185,3,567.1500000000001,377.1,3.165598267243116,8,C2143,0.0
2024-04-16,S4,P107,3,710.61,584.58,8.830498976285366,12,C869,35.5305
2024-11-12,S4,P6,3,447.48,297.9,7.552482425859682,6,C1295,22.374000000000002
2024-04-29,S4,P67,2,461.68,382.76,9.251265680339053,5,C1088,23.084000000000003
2024-04-04,S2,P32,3,829.5,643.59,2.359942036465954,7,C415,0.0
2024-08-04,S1,P84,2,996.38,774.6,9.272280824748997,14,C2674,49.819
2024-05-18,S5,P189,4,1016.44,818.44,3.150984223007641,10,C161,0.0
2024-11-11,S1,P86,2,799.98,549.82,7.67777540875764,2,C103,39.999
2024-05-08,S4,P63,2,1247.34,907.98,1.4741648629584108,14,C2000,0.0
2024-07-05,S5,P56,4,1589.24,1178.16,9.031840668333729,10,C2906,79.462
2024-03-03,S1,P11,4,2234.68,1664.32,5.281390677594566,9,C1868,111.734
2024-02-21,S5,P101,1,361.74,255.51,9.902633334119152,4,C2036,18.087
2024-08-19,S2,P198,1,162.09,120.41,8.63279189452875,9,C1720,8.1045
2024-08-31,S1,P37,1,223.84,140.72,3.792833654511797,10,C951,0.0
2024-07-13,S5,P165,2,1148.56,788.98,2.129142983259811,8,C907,0.0
2024-07-20,S3,P157,2,1312.02,914.9,8.014736764153358,8,C567,65.601
2024-05-27,S3,P108,1,255.77,174.91,5.158372323210612,9,C160,12.7885
2024-11-24,S4,P31,2,483.18,365.52,8.786869165671906,3,C1381,24.159000000000002
2024-02-29,S5,P189,1,254.11,204.61,6.998749996475725,2,C352,12.7055
2024-02-09,S3,P50,4,609.96,382.92,6.239990408901366,11,C748,30.498000000000005
2024-06-27,S4,P155,1,91.12,75.59,2.4178861468277733,9,C1753,0.0
2024-09-09,S5,P85,3,189.78,155.46,9.943070394266735,12,C2687,9.489
2024-04-26,S1,P44,1,382.92,259.02,8.236081650562092,4,C1532,19.146
2024-11-09,S1,P150,3,235.17,151.64999999999998,3.227776051158009,8,C13,0.0
2024-05-31,S1,P107,4,947.48,779.44,9.397293602264662,7,C1357,47.374
2024-12-15,S2,P140,2,941.42,636.82,4.770578114032521,14,C1397,0.0
2024-10-11,S5,P166,4,2619.12,1810.16,8.302334636743948,5,C1070,130.956
2024-04-29,S3,P115,1,330.39,220.21,3.5125621145747585,10,C2565,0.0
2024-02-28,S3,P99,4,212.0,134.2,3.2179313292445144,14,C1726,0.0
2024-09-12,S4,P21,2,327.24,251.26,8.21769855079309,7,C1949,16.362000000000002
2024-07-07,S1,P156,3,1479.93,1046.82,2.2895869607484416,10,C1587,0.0
2024-07-22,S2,P142,3,2177.94,1375.41,9.467131108059828,5,C2774,108.897
2024-08-28,S2,P27,3,577.11,464.58,3.486729686147904,11,C1633,0.0
2024-12-07,S3,P1,3,141.81,98.28,6.652435876972053,6,C1144,7.0905000000000005
2024-01-23,S5,P144,3,424.71,306.54,7.373924635116768,5,C2374,21.235500000000002
2024-03-19,S4,P147,1,246.63,161.67,7.729307703829733,14,C2366,12.3315
2024-12-17,S5,P107,1,236.87,194.86,7.702027442912303,5,C2164,11.8435
2024-08-31,S5,P163,1,650.8,410.03,6.781775791555118,9,C2598,32.54
2024-02-29,S3,P17,1,285.06,230.23,4.731774713686365,4,C1655,0.0
2024-06-10,S5,P121,4,1735.36,1220.8,7.646449998872429,3,C1076,86.768
2024-07-29,S2,P104,3,1092.27,872.8499999999999,5.200245581542434,14,C2747,54.6135
2024-11-12,S2,P196,2,798.62,615.4,7.644723658317717,11,C1224,39.931000000000004
2024-01-23,S5,P76,4,783.2,542.16,5.278889509188724,1,C346,39.160000000000004
2024-01-12,S3,P87,2,1373.24,976.34,1.436344383517238,7,C351,0.0
2024-03-01,S4,P162,3,1118.79,730.02,1.349947182458699,13,C1146,0.0
2024-10-18,S4,P30,2,165.08,127.86,4.617075083024748,2,C850,0.0
2024-03-20,S2,P101,1,361.74,255.51,2.383402637592174,5,C1640,0.0
2024-04-14,S4,P34,2,782.7,528.42,1.6842997040275232,5,C728,0.0
2024-11-02,S2,P172,2,1369.72,980.44,3.129806115117899,6,C2618,0.0
2024-05-07,S4,P143,4,1351.16,933.08,5.007416463563232,4,C773,67.558
2024-12-02,S3,P70,3,1699.83,1281.18,7.142746383673361,8,C2799,84.9915
2024-09-24,S2,P194,4,1625.64,1133.16,1.7404985385119025,11,C2073,0.0
2024-10-07,S3,P95,3,328.53000000000003,263.22,9.951721304522614,4,C2954,16.4265
2024-07-25,S4,P138,2,857.92,537.14,2.3864931600401302,11,C1788,0.0
2024-01-30,S2,P190,4,105.4,79.32,4.6133556171119245,14,C2332,0.0
2024-02-24,S2,P24,1,440.51,350.8,4.608953941777775,2,C272,0.0
2024-08-06,S2,P40,4,1614.8,1123.68,7.594199675794867,11,C1142,80.74000000000001
2024-12-22,S2,P136,4,1203.96,976.32,7.434764779385198,7,C1242,60.19800000000001
2024-10-30,S3,P30,3,247.62,191.79,7.679944559649245,12,C1982,12.381
2024-06-25,S4,P84,3,1494.57,1161.9,9.058386702369154,1,C2719,74.7285
2024-02-15,S5,P87,1,686.62,488.17,2.622317983658781,11,C2653,0.0
2024-04-03,S5,P176,2,1249.04,898.86,2.658084135875653,10,C1701,0.0
2024-07-09,S5,P7,3,1062.06,833.67,7.274499290439302,0,C371,53.103
2024-08-10,S3,P49,1,406.99,275.31,4.586282002110112,1,C1557,0.0
2024-07-28,S4,P75,4,1481.48,1123.52,6.428193785234849,9,C578,74.074
2024-11-23,S1,P5,4,1226.56,1010.56,9.43707783436449,13,C1951,61.328
2024-08-16,S2,P80,4,1425.0,1173.44,3.3476346272173174,13,C591,0.0
2024-07-10,S4,P25,1,351.72,274.52,2.356574010613039,7,C967,0.0
2024-09-15,S1,P21,3,490.86,376.89,8.888304373198977,13,C2682,24.543000000000003
2024-02-13,S1,P10,3,128.34,96.48,1.950755088041028,12,C2972,0.0
2024-01-03,S1,P118,3,172.02,108.63,7.55590208834901,6,C568,8.601
2024-10-02,S1,P21,2,327.24,251.26,5.758711207336218,13,C451,16.362000000000002
2024-06-22,S4,P101,3,1085.22,766.53,9.06291578029292,13,C290,54.261
2024-06-04,S2,P39,1,485.22,343.55,6.596423923062193,2,C1248,24.261000000000003
2024-08-12,S1,P99,4,212.0,134.2,6.046218898598882,11,C1059,10.600000000000001
2024-08-05,S5,P160,4,2646.92,1761.32,9.547281020089711,0,C2227,132.346
2024-04-12,S2,P143,3,1013.37,699.8100000000001,3.883699780194109,2,C2343,0.0
2024-03-02,S2,P95,4,438.04,350.96,5.0928011241836,8,C427,21.902
2024-09-22,S5,P45,2,437.24,339.44,9.954424677506768,11,C800,21.862000000000002
2024-11-03,S1,P44,1,382.92,259.02,3.601274707216259,10,C2767,0.0
2024-01-29,S3,P118,4,229.36,144.84,7.186914769791764,10,C2877,11.468000000000002
2024-02-21,S2,P3,4,2147.24,1624.44,4.005875623218239,11,C835,0.0
2024-03-30,S3,P116,3,283.47,181.59,7.640913540266486,2,C185,14.173500000000002
2024-03-08,S1,P40,2,807.4,561.84,4.958026322755334,2,C1948,0.0
2024-05-20,S4,P67,4,923.36,765.52,5.609161232855904,1,C949,46.168000000000006
2024-11-16,S4,P116,4,377.96,242.12,3.5791974305989296,10,C1059,0.0
2024-07-22,S2,P123,2,1558.02,974.76,9.091683620937852,8,C677,77.90100000000001
2024-12-10,S2,P49,4,1627.96,1101.24,6.886412758302794,1,C2668,81.39800000000001
2024-05-30,S2,P147,1,246.63,161.67,5.182069674673054,4,C780,12.3315
2024-02-19,S1,P91,1,112.65,86.65,7.618879171450183,10,C70,5.6325
2024-09-27,S4,P185,1,189.05,125.7,1.1817675315673926,12,C2568,0.0
2024-08-26,S2,P134,1,85.07,68.22,1.975446783696416,4,C1825,0.0
2024-09-23,S1,P159,2,287.34,220.94,5.13156207081671,2,C2728,14.366999999999999
2024-04-29,S4,P56,1,397.31,294.54,5.135521351661163,4,C2029,19.8655
2024-03-24,S3,P129,2,584.46,383.22,7.100601725394127,0,C2778,29.223000000000003
2024-10-03,S3,P179,2,729.92,543.74,6.097808913525071,12,C1208,36.496
2024-03-17,S3,P82,3,90.93,74.85,5.252795282419612,3,C94,4.546500000000001
2024-05-28,S3,P172,4,2739.44,1960.88,3.3358907873312864,13,C1259,0.0
2024-07-07,S4,P98,3,747.09,539.0699999999999,2.473344783158521,5,C1186,0.0
2024-07-05,S3,P102,1,64.95,44.58,8.874041879526414,11,C823,3.2475000000000005
2024-09-24,S5,P76,3,587.4000000000001,406.62,5.855839330014582,1,C1613,29.370000000000005
2024-03-20,S4,P47,3,864.5699999999999,614.4300000000001,9.781601192058222,8,C2014,43.2285
2024-04-17,S1,P178,4,874.76,721.32,3.3121303126583985,4,C2463,0.0
2024-06-09,S1,P79,1,237.13,175.62,4.610884481145325,14,C2029,0.0
2024-11-20,S1,P189,3,762.33,613.83,5.801272813171413,11,C2646,38.1165
2024-06-21,S1,P80,3,1068.75,880.08,7.61323555280684,14,C230,53.4375
2024-08-03,S2,P15,4,2215.76,1468.84,3.002819797552424,14,C2772,0.0
2024-09-22,S3,P64,2,957.14,652.2,1.7572683398864664,6,C869,0.0
2024-11-03,S2,P1,2,94.54,65.52,6.170520075956151,10,C2602,4.727
2024-02-09,S2,P167,2,895.96,615.92,7.899754174783416,0,C2078,44.798
2024-06-12,S2,P94,1,448.28,367.72,3.369394330143132,4,C1332,0.0
2024-07-03,S4,P48,1,509.62,341.09,6.118409914728089,4,C186,25.481
2024-11-25,S2,P34,3,1174.0500000000002,792.6299999999999,2.512898494157373,5,C1964,0.0
2024-05-12,S1,P158,3,1544.22,1142.91,5.620677605073288,7,C491,77.21100000000001
2024-06-10,S4,P79,2,474.26,351.24,4.0871537347173525,5,C1845,0.0
2024-01-17,S1,P21,3,490.86,376.89,1.6302006237238285,9,C979,0.0
2024-06-20,S1,P61,4,301.2,223.6,5.524000337436934,5,C1445,15.06
2024-02-07,S2,P83,3,699.8100000000001,559.47,5.085353179007016,12,C2821,34.990500000000004
2024-02-11,S4,P130,3,1206.21,900.0899999999999,4.426205081448282,14,C1282,0.0
2024-02-20,S4,P55,3,2127.93,1405.38,4.543042546544697,1,C1814,0.0
2024-12-03,S3,P148,3,420.87,269.04,4.3775071588361,0,C1767,0.0
2024-02-03,S2,P36,4,1808.32,1436.04,3.4432792299184216,1,C2865,0.0
2024-12-28,S5,P58,4,2039.44,1396.12,6.099799239538987,4,C778,101.97200000000001
2024-10-19,S5,P126,2,146.92,119.1,5.09463365800806,6,C1426,7.346
2024-10-20,S2,P169,4,1184.04,817.24,4.481995316406637,10,C1188,0.0
2024-06-10,S1,P176,3,1873.56,1348.29,3.023903656010201,8,C460,0.0
2024-03-19,S1,P161,3,513.72,424.9500000000001,3.555568681879018,10,C1085,0.0
2024-12-06,S3,P111,3,119.76,87.6,5.849041356648317,13,C2809,5.988
2024-02-25,S3,P9,2,974.96,732.72,5.850884696569282,4,C491,48.748000000000005
2024-06-08,S4,P109,3,692.22,530.73,4.862588629288088,3,C1436,0.0
2024-06-28,S4,P132,2,351.32,263.74,1.3268022459904794,6,C569,0.0
2024-11-05,S1,P46,4,895.92,723.4,6.451550910278103,10,C2224,44.796
2024-12-26,S4,P70,2,1133.22,854.12,3.372198719291616,12,C47,0.0
2024-01-29,S2,P18,4,1980.96,1350.92,4.296695643013282,1,C2076,0.0
2024-01-17,S2,P95,2,219.02,175.48,7.84834647891991,13,C2833,10.951
2024-10-10,S4,P54,3,971.37,624.63,4.83446775913297,0,C119,0.0
2024-02-27,S1,P65,2,727.54,509.2,2.7367051010395342,2,C2042,0.0
2024-11-08,S4,P115,3,991.17,660.63,1.7579453648849568,0,C2704,0.0
2024-07-05,S2,P157,3,1968.03,1372.35,9.005631199852909,9,C2303,98.4015
2024-10-25,S3,P137,2,680.72,447.6,1.8101570703700165,3,C1243,0.0
2024-04-03,S2,P22,4,1783.0,1432.88,4.029863117568779,4,C946,0.0
2024-04-17,S1,P148,4,561.16,358.72,6.371807656908321,13,C712,28.058
2024-01-07,S2,P197,2,540.86,343.74,4.380580202082536,2,C1722,0.0
2024-04-01,S2,P197,4,1081.72,687.48,2.221457010089184,3,C83,0.0
2024-04-23,S4,P48,2,1019.24,682.18,4.672558746281902,11,C1433,0.0
2024-11-24,S1,P19,3,618.0,433.83,2.6803904730411507,4,C1769,0.0
2024-12-31,S1,P57,4,2559.36,1948.4,2.844897552295374,0,C1557,0.0
2024-05-14,S4,P42,1,383.13,240.45,9.969086194159182,6,C1594,19.1565
2024-06-28,S2,P169,3,888.03,612.9300000000001,6.661767264859927,4,C1085,44.4015
2024-11-28,S3,P20,2,1496.88,972.28,8.044220148949268,9,C907,74.84400000000001
2024-06-03,S5,P59,4,105.44,75.44,5.716587897145754,14,C745,5.272
2024-10-23,S4,P128,2,676.46,523.06,7.815071944619651,4,C1855,33.823
2024-05-08,S5,P31,1,241.59,182.76,4.010345677356247,14,C2116,0.0
2024-10-30,S2,P167,4,1791.92,1231.84,6.614654684757088,13,C2233,89.596
2024-09-11,S1,P22,4,1783.0,1432.88,8.2636191434734,7,C1876,89.15
2024-09-08,S2,P90,2,957.32,702.06,2.4518843926314267,7,C838,0.0
2024-06-12,S5,P134,3,255.21,204.66,4.137027346217815,1,C379,0.0
2024-01-19,S1,P91,3,337.95000000000005,259.95000000000005,3.199860590669896,0,C526,0.0
2024-11-25,S2,P128,2,676.46,523.06,9.388275679746148,12,C1527,33.823
2024-03-01,S3,P196,1,399.31,307.7,8.2064556786179,9,C1067,19.965500000000002
2024-08-05,S2,P49,4,1627.96,1101.24,6.660683694406812,9,C1037,81.39800000000001
2024-06-27,S5,P154,1,353.96,288.85,3.3799778129648943,1,C2159,0.0
2024-06-02,S5,P199,2,266.54,202.84,8.479065374631826,10,C813,13.327000000000002
2024-07-15,S2,P11,4,2234.68,1664.32,5.705176303778613,5,C475,111.734
2024-07-20,S1,P111,4,159.68,116.8,5.365225062411877,6,C1412,7.984000000000001
2024-08-29,S3,P183,3,1611.87,1306.41,4.389556899722985,6,C1601,0.0
2024-12-10,S3,P88,4,1128.52,821.68,5.631544839465293,3,C2869,56.426
2024-03-01,S1,P113,2,922.06,737.02,6.938359271458252,11,C988,46.103
2024-06-03,S3,P83,3,699.8100000000001,559.47,9.507470048443109,12,C1441,34.990500000000004
2024-08-04,S2,P41,4,991.48,764.52,7.849923302222989,10,C992,49.574000000000005
2024-03-19,S5,P86,4,1599.96,1099.64,9.739171110824818,5,C1888,79.998
2024-09-06,S2,P118,3,172.02,108.63,2.986338487464823,7,C2279,0.0
2024-10-27,S2,P28,1,159.95,117.04,9.179354694617633,4,C1793,7.9975
2024-05-28,S2,P77,4,1554.2,1022.96,3.0397278183486227,4,C737,0.0
2024-06-19,S4,P24,3,1321.53,1052.4,9.339636544080353,13,C1767,66.0765
2024-03-30,S2,P74,1,534.29,425.85,2.9068724980634046,13,C511,0.0
2024-01-20,S5,P83,4,933.08,745.96,4.6257165968561615,7,C1456,0.0
2024-05-23,S4,P8,2,625.74,460.76,6.855770073205601,8,C2173,31.287000000000003
2024-02-05,S3,P197,3,811.29,515.61,8.36022515165055,6,C1099,40.5645
2024-09-15,S5,P54,4,1295.16,832.84,1.718163836421685,13,C236,0.0
2024-10-16,S4,P171,3,981.93,753.42,1.7686202981103378,13,C1512,0.0
2024-05-02,S1,P114,1,278.28,176.99,2.699588382857752,5,C2311,0.0
2024-02-25,S5,P187,2,1120.38,719.08,1.0840069331721185,13,C1449,0.0
2024-10-01,S4,P178,2,437.38,360.66,7.517384530025371,12,C19,21.869
2024-12-19,S3,P112,2,290.9,193.9,2.8523682847776897,0,C1248,0.0
2024-07-08,S3,P182,2,234.84,173.84,2.047899365805775,0,C2447,0.0
2024-12-20,S3,P117,1,265.01,200.91,5.86369565055646,6,C282,13.2505
2024-09-19,S5,P171,1,327.31,251.14,5.061857061363824,14,C485,16.3655
2024-10-20,S4,P19,1,206.0,144.61,5.389282070149077,11,C1669,10.3
2024-08-12,S4,P129,1,292.23,191.61,6.478423038784287,1,C970,14.611500000000001
2024-09-16,S1,P160,4,2646.92,1761.32,4.516850126936678,1,C866,0.0
2024-02-15,S4,P187,1,560.19,359.54,9.836327137277568,10,C2741,28.009500000000003
2024-05-21,S4,P200,3,1548.03,1268.19,1.3838585732023638,5,C2297,0.0
2024-08-12,S1,P141,1,475.81,351.49,4.196500380153655,7,C2673,0.0
2024-08-17,S1,P108,2,511.54,349.82,6.000638193246696,12,C419,25.577
2024-07-25,S2,P188,4,154.24,99.72,8.881543350068375,12,C1018,7.712000000000001
2024-04-19,S2,P141,1,475.81,351.49,5.528121511101851,5,C1266,23.7905
2024-09-20,S3,P12,2,693.32,551.84,1.9877848125728703,7,C689,0.0
2024-03-05,S2,P7,4,1416.08,1111.56,2.029758351047743,6,C662,0.0
2024-11-03,S5,P47,3,864.5699999999999,614.4300000000001,6.241748900965971,4,C1817,43.2285
2024-02-10,S4,P155,4,364.48,302.36,9.08973738630421,2,C210,18.224
2024-09-26,S2,P183,4,2149.16,1741.88,5.22022531441259,9,C555,107.458
2024-06-11,S4,P189,4,1016.44,818.44,2.8714444762026288,6,C1919,0.0
2024-01-09,S2,P61,2,150.6,111.8,7.089219305253941,11,C1140,7.53
2024-07-27,S5,P120,4,1241.12,1006.32,8.60124694343614,8,C2475,62.056
2024-05-23,S2,P92,4,627.04,398.4,7.888201722135177,4,C161,31.352
2024-05-05,S2,P70,3,1699.83,1281.18,8.488634194011286,0,C64,84.9915
2024-05-18,S2,P26,4,2175.8,1401.76,6.375842612116727,9,C1137,108.79000000000002
2024-12-18,S4,P190,3,79.05000000000001,59.49,4.920625726245454,11,C2177,0.0
2024-02-26,S5,P68,2,697.52,439.62,6.748518457511658,0,C200,34.876
2024-07-08,S1,P87,2,1373.24,976.34,7.463758853062027,12,C1043,68.662
2024-11-08,S1,P102,1,64.95,44.58,6.159925935404777,10,C495,3.2475000000000005
2024-09-26,S2,P29,3,1896.54,1216.9499999999998,5.825989153173267,4,C2916,94.827
2024-02-05,S4,P121,3,1301.52,915.6,5.863908000651246,14,C1054,65.07600000000001
2024-12-23,S1,P153,1,512.06,377.29,1.7082431704796384,7,C2416,0.0
2024-09-02,S4,P127,1,318.14,204.36,1.349993233420656,1,C2973,0.0
2024-11-01,S4,P2,1,66.15,41.88,7.0525178971864575,0,C2931,3.3075000000000006
2024-07-29,S3,P61,3,225.9,167.7,7.536715709489799,3,C1180,11.295000000000002
2024-08-02,S4,P62,3,617.64,388.65,9.455102377762907,9,C2610,30.882
2024-07-28,S4,P50,4,609.96,382.92,4.012452223974082,9,C1820,0.0
2024-04-19,S2,P162,3,1118.79,730.02,3.1171098778400825,13,C1519,0.0
2024-10-04,S4,P89,1,169.3,132.92,7.815168442901065,10,C446,8.465000000000002
2024-11-23,S5,P146,2,1459.26,986.48,1.237209700986981,4,C1158,0.0
2024-02-29,S3,P42,1,383.13,240.45,4.858298698695841,10,C844,0.0
2024-01-09,S1,P198,3,486.27,361.23,7.83809831171154,10,C196,24.3135
2024-03-01,S5,P157,1,656.01,457.45,8.110702003658318,0,C2025,32.8005
2024-06-16,S3,P47,2,576.38,409.62,9.389031247612206,14,C520,28.819000000000003
2024-11-10,S4,P193,4,1255.72,1016.96,1.3926281140745194,3,C1686,0.0
2024-11-20,S2,P13,3,2234.25,1480.71,2.980622880772755,1,C1805,0.0
2024-06-29,S2,P182,2,234.84,173.84,7.924313720100351,4,C2666,11.742
2024-01-17,S1,P128,3,1014.69,784.5899999999999,1.626221789041047,8,C318,0.0
2024-08-01,S2,P46,1,223.98,180.85,8.068400860303413,9,C1002,11.199
2024-12-06,S4,P17,1,285.06,230.23,1.817111568668092,13,C2132,0.0
2024-09-26,S5,P137,2,680.72,447.6,3.944531334452621,4,C1794,0.0
2024-06-29,S2,P70,3,1699.83,1281.18,6.645602252285971,5,C2227,84.9915
2024-09-17,S4,P6,2,298.32,198.6,1.5209732147562898,1,C174,0.0
2024-11-10,S2,P62,1,205.88,129.55,6.889958040155314,1,C477,10.294
2024-06-07,S2,P154,1,353.96,288.85,5.640957937638538,14,C688,17.698
2024-09-19,S1,P75,1,370.37,280.88,2.6880212705585538,0,C2806,0.0
2024-04-14,S3,P48,1,509.62,341.09,8.024888566941387,3,C2959,25.481
2024-06-16,S1,P131,1,332.42,246.02,1.7646871644553077,14,C558,0.0
2024-07-29,S2,P151,4,495.44,363.08,3.035400901732745,7,C2244,0.0
2024-10-27,S4,P95,3,328.53000000000003,263.22,8.137377104025347,10,C1615,16.4265
2024-07-06,S2,P192,4,1771.04,1203.44,3.155517380439233,14,C2695,0.0
2024-11-18,S1,P7,4,1416.08,1111.56,4.931396981520245,3,C1134,0.0
2024-03-04,S1,P132,1,175.66,131.87,5.513304022244227,13,C594,8.783
2024-05-01,S5,P156,2,986.62,697.88,8.096592706708638,8,C753,49.331
2024-02-14,S1,P142,2,1451.96,916.94,8.130456379164087,12,C760,72.598
2024-09-19,S1,P81,1,362.7,275.9,3.0270549818888006,0,C2787,0.0
2024-07-18,S2,P38,2,70.08,52.38,6.895374394768503,10,C2656,3.504
2024-03-20,S5,P2,3,198.45,125.64,1.9517711781669076,10,C467,0.0
2024-11-25,S3,P54,3,971.37,624.63,8.386343553078543,10,C435,48.5685
2024-03-04,S2,P194,1,406.41,283.29,3.7320014651039335,7,C1138,0.0
2024-02-27,S5,P94,3,1344.84,1103.16,6.7122098898437335,0,C299,67.242
2024-03-29,S5,P9,1,487.48,366.36,2.081976589731794,0,C2721,0.0
2024-06-06,S2,P68,2,697.52,439.62,2.62645873324458,10,C1562,0.0
2024-12-19,S4,P6,2,298.32,198.6,6.354162953292773,6,C2293,14.916
2024-02-07,S2,P20,4,2993.76,1944.56,1.6522664104449394,3,C1413,0.0
2024-02-20,S3,P129,3,876.69,574.83,2.0162272912699835,8,C1254,0.0
2024-11-21,S1,P170,1,598.28,475.27,9.554428015920614,9,C669,29.914
2024-11-23,S4,P175,4,1649.64,1296.12,4.442572121020795,0,C18,0.0
